recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
60002,44825,44825,44845,44805.1,44827.8,44822.2,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825,44825
