recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
70001,-3109.45,-3112.24,-3110.78,-3110.9,-3110.81,-3110.88,-3110.85,-3110.85,-3110.82,-3110.87,-3110.85,-3110.85,-3110.72,-3110.98,-3109.92,-3111.74,-3096.33,-3125.36,-3106.05,-3115.64,-3102.23,-3119.46,-3108.16,-3113.54,-3106.13,-3115.57,-3110.85
70001,-2123.62,-2126.45,-2124.98,-2125.1,-2124.95,-2125.13,-2125.03,-2125.03,-2124.88,-2125.2,-2124.8,-2125.27,-2124.56,-2125.52,-2123.69,-2126.38,-2113.43,-2136.64,-2121.74,-2128.32,-2118.88,-2131.18,-2122.67,-2127.39,-2120.21,-2129.85,-2125.03
70001,-2011,-2013.83,-2012.36,-2012.47,-2012.32,-2012.5,-2012.41,-2012.41,-2012.25,-2012.58,-2012.18,-2012.65,-2011.93,-2012.89,-2011.07,-2013.76,-2002,-2022.82,-2009.26,-2015.56,-2006,-2018.83,-2010.12,-2014.71,-2007.59,-2017.24,-2012.41
70001,-1096.83,-1099.66,-1098.19,-1098.3,-1098.15,-1098.33,-1098.25,-1098.25,-1098.08,-1098.41,-1098.01,-1098.48,-1097.77,-1098.72,-1096.9,-1099.59,-1092.36,-1104.13,-1096.57,-1099.92,-1094.01,-1102.48,-1096.68,-1099.82,-1093.66,-1102.83,-1098.25
70001,-2437.83,-2440.66,-2439.19,-2439.3,-2439.15,-2439.33,-2439.25,-2439.25,-2439.09,-2439.41,-2439.01,-2439.48,-2438.77,-2439.73,-2437.9,-2440.59,-2427.12,-2451.37,-2435.37,-2443.12,-2431.29,-2447.21,-2436.77,-2441.72,-2434.32,-2444.17,-2439.25
70001,-3793.42,-3793.58,-3793.43,-3793.57,-3793.39,-3793.6,-3793.5,-3793.5,-3793.49,-3793.51,-3793.5,-3793.49,-3793.5,-3793.49,-3793.5,-3793.49,-3779.15,-3807.84,-3788.89,-3798.11,-3780.06,-3806.94,-3790.89,-3796.1,-3789.06,-3797.94,-3793.5
70001,-1808.22,-1811.05,-1809.58,-1809.69,-1809.55,-1809.72,-1809.63,-1809.63,-1809.47,-1809.8,-1809.4,-1809.87,-1809.15,-1810.12,-1808.29,-1810.98,-1799.23,-1820.04,-1806.77,-1812.5,-1804.82,-1814.45,-1807.36,-1811.91,-1804.93,-1814.34,-1809.63
70001,-2314.3,-2317.13,-2315.66,-2315.77,-2315.64,-2315.78,-2315.71,-2315.71,-2315.55,-2315.88,-2315.48,-2315.95,-2315.24,-2316.2,-2314.37,-2317.06,-2305.06,-2326.36,-2312.15,-2319.28,-2307,-2324.43,-2313.48,-2317.95,-2310.86,-2320.57,-2315.71
70001,-2704.41,-2705.26,-2704.87,-2704.98,-2704.83,-2705.02,-2704.92,-2704.92,-2704.75,-2705.09,-2704.67,-2705.16,-2704.41,-2705.43,-2703.78,-2706.04,-2691.98,-2717.82,-2701.13,-2708.7,-2696.13,-2713.68,-2702.35,-2707.48,-2700.15,-2709.68,-2704.92
70001,-1892.7,-1895.53,-1894.06,-1894.17,-1894.03,-1894.2,-1894.12,-1894.12,-1893.95,-1894.28,-1893.88,-1894.35,-1893.64,-1894.6,-1892.78,-1895.46,-1885.08,-1903.15,-1890.94,-1897.29,-1887.39,-1900.84,-1892,-1896.24,-1889.26,-1898.97,-1894.12
70001,-2647.93,-2650.3,-2649.07,-2649.17,-2649.02,-2649.21,-2649.12,-2649.12,-2648.95,-2649.28,-2648.88,-2649.35,-2648.63,-2649.6,-2647.77,-2650.46,-2636.64,-2661.6,-2645.07,-2653.17,-2639.84,-2658.4,-2646.59,-2651.65,-2644.2,-2654.03,-2649.12
70001,-2668.25,-2669.51,-2668.82,-2668.93,-2668.78,-2668.98,-2668.88,-2668.88,-2668.71,-2669.05,-2668.63,-2669.12,-2668.37,-2669.38,-2667.83,-2669.92,-2656.63,-2681.13,-2664.87,-2672.88,-2659.89,-2677.86,-2666.39,-2671.37,-2664.09,-2673.67,-2668.88
70001,-2362.51,-2365.34,-2363.87,-2363.99,-2363.84,-2364.01,-2363.93,-2363.93,-2363.77,-2364.08,-2363.69,-2364.16,-2363.45,-2364.41,-2362.58,-2365.27,-2352.53,-2375.32,-2360.35,-2367.5,-2355.55,-2372.3,-2361.53,-2366.32,-2359.05,-2368.8,-2363.93
70001,-1924.16,-1926.98,-1925.51,-1925.63,-1925.48,-1925.66,-1925.57,-1925.57,-1925.41,-1925.73,-1925.34,-1925.8,-1925.09,-1926.05,-1924.23,-1926.91,-1916.03,-1935.11,-1922.45,-1928.69,-1918.97,-1932.17,-1923.44,-1927.7,-1920.74,-1930.4,-1925.57
70001,-2762.03,-2764.86,-2763.39,-2763.5,-2763.35,-2763.53,-2763.44,-2763.44,-2763.3,-2763.57,-2763.42,-2763.46,-2763.07,-2763.81,-2762.11,-2764.77,-2751.14,-2775.72,-2759.58,-2767.29,-2753.26,-2773.6,-2760.9,-2765.98,-2758.55,-2768.33,-2763.44
70001,-2380.6,-2382.37,-2381.57,-2381.69,-2381.53,-2381.72,-2381.63,-2381.63,-2381.46,-2381.79,-2381.38,-2381.87,-2381.14,-2382.12,-2380.3,-2382.93,-2368.71,-2394.44,-2378.19,-2385.05,-2375.09,-2388.14,-2379.03,-2384.22,-2376.76,-2386.48,-2381.63
70001,-1786.52,-1789.34,-1787.87,-1787.98,-1787.84,-1788.02,-1787.93,-1787.93,-1787.77,-1788.09,-1787.7,-1788.17,-1787.45,-1788.41,-1786.59,-1789.27,-1779.47,-1796.38,-1785.26,-1790.6,-1781,-1794.86,-1785.92,-1789.94,-1783.15,-1792.71,-1787.93
70001,-3036.89,-3038.49,-3037.77,-3037.88,-3037.74,-3037.91,-3037.83,-3037.83,-3037.69,-3037.96,-3037.58,-3038.06,-3037.32,-3038.33,-3036.98,-3038.58,-3024.78,-3050.75,-3033.37,-3042.26,-3026.77,-3048.79,-3035.21,-3040.43,-3032.99,-3042.64,-3037.83
70001,-2633.1,-2635.93,-2634.47,-2634.57,-2634.43,-2634.6,-2634.51,-2634.51,-2634.35,-2634.68,-2634.28,-2634.75,-2634.03,-2634.99,-2633.17,-2635.86,-2621.17,-2647.85,-2630.24,-2638.79,-2626.29,-2642.74,-2631.98,-2637.04,-2629.56,-2639.46,-2634.51
70001,-2641.09,-2643.92,-2642.45,-2642.56,-2642.42,-2642.6,-2642.5,-2642.5,-2642.34,-2642.67,-2642.26,-2642.74,-2642.1,-2642.9,-2641.4,-2643.6,-2630.38,-2654.63,-2638.88,-2646.13,-2632.88,-2652.13,-2639.83,-2645.18,-2637.63,-2647.38,-2642.5
70001,-2521.47,-2523.52,-2522.46,-2522.58,-2522.43,-2522.61,-2522.52,-2522.52,-2522.36,-2522.68,-2522.28,-2522.76,-2522.03,-2523.01,-2521.19,-2523.85,-2508.72,-2536.32,-2518.98,-2526.06,-2515.57,-2529.47,-2519.76,-2525.28,-2517.72,-2527.32,-2522.52
