recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
40001,38230.7,37677.1,37971.5,37936.5,37975.5,37932.4,37953.8,37953.8,37989.2,37918.5,37996.8,37910.7,38051.5,37856,38299.2,37608.5,38356.6,37551.2,38345.4,37562,38124.5,37783.2,38019.4,37888.3,38076.8,37830.8,37953.8
40001,77873.1,77319.5,77635.4,77556.6,77656.4,77535.8,77596.2,77596.2,77694.5,77497.4,77786.8,77405.5,77778.6,77413.6,77836.7,77355.5,78226,76966.1,78037.9,77154.3,77861.5,77330.9,77746.2,77446.1,77880.4,77312.1,77596.2
40001,78909.2,78355.6,78643.4,78621.3,78645.6,78618.9,78632.3,78632.3,78664.3,78600.1,78753.2,78511.4,78736.5,78527.9,78872.8,78391.7,78855.1,78409.6,78816.4,78448.4,78733.3,78531.3,78696,78568.6,78744.6,78520,78632.3
40001,98687.2,98133.6,98420.9,98399.6,98429.8,98390.7,98410.3,98410.3,98501.5,98318.9,98467,98353.4,98514.5,98305.9,98650.8,98169.6,98583.5,98237.1,98525.3,98295.3,98489.4,98331.1,98472.4,98348.2,98529.2,98291.3,98410.3
40001,65111.9,64558.3,64846.7,64823.4,64859.9,64810.1,64835,64835,64873.6,64796.3,64895.4,64774.3,65017.6,64652.2,65075.5,64594.3,65154.9,64324.1,65107.1,64419.5,64965.7,64704.2,64901.4,64768.6,64961.4,64708.6,64835
40001,42533.3,41979.7,42276.3,42236.6,42288.5,42224.4,42256.4,42256.4,42304.2,42208.4,42317.1,42195.7,42353.6,42159,42603.1,41909.9,42711.8,41801,42588.3,41924.7,42522.4,41990.3,42332.4,42180.4,42399.8,42113.1,42256.4
40001,78426.6,77873,78159.7,78139.8,78160.1,78139.3,78149.7,78149.7,78169.1,78130.2,78188.4,78110.8,78332.3,77967.1,78390.3,77909.1,78352.6,77947,78299.4,78000.2,78222.8,78076.7,78202.3,78097.2,78244.6,78054.8,78149.7
40001,70865.4,70311.8,70599.2,70577.6,70601.7,70575.2,70588.5,70588.5,70623.3,70553.5,70643.5,70533.3,70771,70405.8,70829,70347.8,70840.4,70336.6,70795.3,70381.6,70724.4,70452.5,70644.7,70532.2,70701.8,70475.1,70588.5
40001,66274.6,65721,66016.3,65978.9,66022.9,65972.2,65997.7,65997.7,66042.6,65952.8,66057.8,65937.3,66180.2,65815.1,66238.2,65757.1,66372.2,65623.2,66253.7,65741.7,66151.5,65843.9,66070.9,65924.6,66137.3,65858.1,65997.7
40001,77115.3,76561.7,76856.3,76820.7,76864.5,76812.4,76838.4,76838.4,76871.9,76804.8,76884.9,76791.7,77021,76655.8,77079,76597.8,77076.8,76600.1,77098.8,76578,76952.2,76724.6,76903.5,76773.4,76970.3,76706.6,76838.4
40001,69812,69258.4,69552.2,69517.9,69567,69503.2,69535.1,69535.1,69573.4,69496.8,69589.2,69480.9,69717.7,69352.5,69775.7,69294.5,69857.1,69213.1,69791.2,69279,69687.1,69383.2,69608.7,69461.6,69672.5,69397.8,69535.1
40001,67486.5,66932.9,67223,67196.4,67231,67188.1,67209.6,67209.6,67237.2,67181.8,67256.1,67163,67392.2,67027,67450.1,66969,67492,66927.2,67441.7,66977.7,67338.2,67081.1,67269.7,67149.5,67325.3,67093.9,67209.6
40001,71023.2,70469.6,70761.7,70730.7,70774.9,70717.6,70746.3,70746.3,70792.4,70700.2,70802.5,70689.9,70928.8,70563.7,70986.8,70505.7,71065.3,70427.3,70996.3,70496.4,70900.9,70591.6,70813.8,70678.8,70882.3,70610.4,70746.3
40001,74436.5,73882.9,74173.9,74145.4,74178.7,74140.5,74159.6,74159.6,74187.6,74131.4,74210.3,74108.8,74342.2,73977,74400.2,73919,74407.1,73912.3,74375.2,73944.1,74275.5,74043.7,74221.1,74098.2,74277,74042.3,74159.6
40001,61520,60966.4,61257.4,61228.7,61267.2,61219.2,61243.1,61243.1,61278.1,61208,61286.5,61199.5,61377.7,61108.4,61537.5,60948.5,61560,60926.1,61474.4,61012,61410.4,61075.8,61308.2,61178,61363.5,61122.8,61243.1
40001,78650,78096.4,78372.4,78373.8,78367.8,78378.3,78373.1,78373.1,78367.5,78378.6,78366.5,78379.5,78477.3,78268.7,78613.6,78132.5,78382.6,78363.6,78380.7,78365.5,78376.9,78369.3,78375.3,78370.9,78377.2,78369,78373.1
40001,83943.1,83389.5,83679.5,83653.1,83685.2,83647.2,83666.2,83666.2,83700,83632.2,83787.1,83545.3,83770.4,83561.8,83906.7,83425.6,83894.8,83437.8,83834.6,83497.9,83774.9,83557.5,83730.6,83601.9,83785.6,83546.8,83666.2
40001,55388.5,54834.9,55125.9,55097.2,55135.2,55088,55111.6,55111.6,55150.2,55072.8,55162.1,55060.9,55250.2,54972.8,55406,54816.9,55448.9,54774.4,55400.9,54822.2,55292.8,54930.3,55180.2,55043,55234.5,54988.6,55111.6
40001,57264.6,56711,57005,56970,57014.3,56961,56987.7,56987.7,57031.5,56943.8,57049.2,56926.2,57128.1,56847.1,57282.1,56693.1,57363.2,56612.3,57325,56650.3,57148.5,56827,57054.2,56921.3,57124.6,56850.9,56987.7
40001,74633.9,74080.2,74370,74343.7,74381.4,74332.2,74357,74357,74397.8,74315.9,74406,74307.8,74539.6,74174.2,74597.5,74116.3,74629.3,74084.6,74556.5,74157.5,74497.1,74216.8,74432.6,74281.4,74481.3,74232.6,74357
40001,72360.3,71806.7,72099.8,72067,72111.1,72055.8,72083.4,72083.4,72133.6,72033.1,72140.5,72026.1,72265.9,71900.8,72323.9,71842.8,72442.6,71723.8,72315.5,71851.4,72210.1,71956.7,72159.7,72007.1,72222.3,71944.5,72083.4
40001,65364.4,64810.8,65103.6,65071.5,65108.7,65066.4,65087.5,65087.5,65122.2,65052.8,65139.1,65035.9,65270,64904.9,65328.1,64846.9,65397.4,64777.8,65326.9,64848.2,65252.5,64922.6,65148.5,65026.6,65214.1,64961,65087.5
40001,79474.6,78921,79215.2,79180,79225.5,79169.9,79197.7,79197.7,79241.8,79153.5,79318.6,79076.7,79301.9,79093.3,79438.2,78957,79495.3,78899.9,79443.2,78952.2,79299.7,79095.7,79270.1,79125.3,79336.8,79058.6,79197.7
40001,78055.2,77501.6,77789.8,77767,77794.8,77761.9,77778.3,77778.3,77806.1,77750.5,77822.2,77734.3,77961,77595.6,78018.9,77537.7,78022.8,77533.9,77943,77613.8,77868.6,77688.1,77833.7,77723,77885.9,77670.7,77778.3
40001,80662.7,80109.1,80396.8,80374.7,80401.3,80370.2,80385.8,80385.8,80419.5,80352,80506.7,80264.9,80490.1,80281.4,80626.4,80145.2,80626.9,80144.8,80545.7,80226.1,80489.1,80282.6,80451.2,80320.4,80499.3,80272.4,80385.8
40001,86990.1,86436.5,86728.3,86698.2,86743.5,86682.8,86713.2,86713.2,86766.8,86659.4,86834.2,86592.2,86817.4,86608.8,86953.7,86472.6,86971.5,86454.8,86926,86500.4,86820,86606.4,86790.4,86636.1,86858.7,86567.8,86713.2
40001,86974.9,86421.3,86711.4,86684.6,86716.3,86679.5,86698,86698,86730.7,86665.1,86818.9,86577,86802.2,86593.6,86938.5,86457.4,86921.6,86474.4,86849.6,86546.5,86798,86598,86757.9,86638.1,86817.2,86578.7,86698
40001,87505.4,86951.8,87241.4,87215.7,87250.6,87206.5,87228.5,87228.5,87267.4,87189.5,87349.5,87107.5,87332.7,87124.1,87469,86987.9,87461.3,86995.7,87392.7,87064.3,87325.8,87131.2,87291.7,87165.3,87353.5,87103.5,87228.5
40001,85350.1,84796.5,85087.4,85059,85096.4,85050,85073.2,85073.2,85114.9,85031.4,85194.1,84952.2,85177.4,84968.8,85313.7,84832.6,85319.5,84826.9,85239.6,84906.8,85192.5,84953.8,85145.8,85000.6,85201.3,84945.1,85073.2
40001,84334.1,83780.4,84066.4,84047.8,84072.7,84041.4,84057.2,84057.2,84087.1,84027,84178.1,83936.1,84161.4,83952.8,84297.7,83816.5,84274.6,83839.8,84196.1,83918.3,84151.3,83963.1,84114.5,83999.8,84165.8,83948.4,84057.2
40001,61838.7,61285.1,61576.3,61547.6,61588.1,61535.7,61561.8,61561.8,61600.8,61522.7,61617.2,61506.2,61702.3,61421,61856.3,61267.2,61923,61200.8,61829.6,61293.8,61696.9,61426.8,61634.4,61489.3,61689.8,61433.8,61561.8
40001,81014.5,80460.9,80754.5,80720.6,80767.7,80707.3,80737.6,80737.6,80784.1,80691,80858.4,80616.7,80841.8,80633.2,80978.1,80497,81035.5,80439.6,80949.4,80525.8,80866.2,80609,80811.2,80664,80878.9,80596.4,80737.6
40001,91749.3,91195.7,91481.6,91463.3,91491.6,91453.2,91472.4,91472.4,91507.2,91437.5,91593.4,91351.4,91576.7,91368.1,91713,91231.8,91654.8,91290.2,91612.6,91332.4,91551.5,91393.4,91531.9,91412.9,91586.1,91358.7,91472.4
40001,63083.5,62529.8,62806.1,62807,62802.4,62810.7,62806.6,62806.6,62802.1,62811,62800.9,62812.1,62833.4,62779.5,63047.1,62565.9,62820.4,62792.7,62817.3,62795.8,62812.7,62800.4,62809.2,62803.9,62811.4,62801.8,62806.6
40001,72358,71804.4,72095.5,72067.1,72106.1,72056.2,72081.1,72081.1,72121.6,72040.7,72137,72025.1,72263.7,71898.5,72321.7,71840.5,72376.3,71785.9,72336.7,71825.7,72199.6,71962.6,72145.4,72016.9,72209.7,71952.6,72081.1
40001,85941.1,85387.5,85676.9,85651.9,85685.4,85643.2,85664.2,85664.2,85707.6,85620.8,85785.1,85543.3,85768.4,85559.8,85904.8,85423.6,85888.2,85440.3,85863.4,85465.1,85751,85577.5,85734.7,85593.7,85788.6,85539.8,85664.2
40001,92815.8,92262.2,92551.1,92526.9,92559.8,92518.1,92538.9,92538.9,92580.5,92497.2,92659.8,92418,92643.1,92434.5,92779.4,92298.3,92727.9,92350,92704,92373.8,92630,92447.8,92594.8,92483,92662.3,92415.4,92538.9
40001,66071.1,65517.4,65806.8,65781.2,65816.2,65772,65794.2,65794.2,65833.4,65754.8,65846.8,65741.4,65976.7,65611.6,66034.7,65553.5,66109.2,65479.1,66045.5,65542.9,65927.7,65660.7,65854.8,65733.5,65917.9,65670.4,65794.2
