recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
130001,-6967.64,-7190.92,-7078.71,-7079.77,-7078.38,-7080.06,-7016.91,-7142.15,-7078.57,-7079.89,-7150.36,-7007.73,-7073.88,-7084.69,-7063.4,-7095.23,-7053.28,-7105.29,-7037.65,-7120.92,-7071.58,-7086.99,-7059.32,-7099.25,-7079.29,-7079.29,-7079.29
130001,-1803.85,-2009.07,-1906.02,-1907.03,-1906.2,-1906.78,-1849.15,-1964.17,-1905.22,-1907.79,-1904.26,-1908.71,-1901.54,-1911.46,-1891.22,-1921.8,-1815.85,-1997.03,-1852.37,-1960.52,-1883.43,-1929.45,-1859.64,-1953.24,-1906.44,-1906.44,-1906.44
130001,-516.753,-722.03,-618.892,-619.911,-619.093,-619.716,-562.094,-677.132,-618.136,-620.725,-617.178,-621.662,-614.474,-624.354,-604.152,-634.73,-544.143,-694.63,-564.294,-674.479,-595.069,-643.704,-572.435,-666.337,-619.386,-619.386,-619.386
130001,9321.17,9115.94,9219.1,9218.07,9218.87,9218.28,9275.86,9160.84,9219.85,9217.26,9220.81,9216.3,9223.48,9213.61,9233.84,9203.24,9255.01,9182.13,9230.9,9206.24,9234.22,9202.93,9257.38,9179.77,9218.57,9218.57,9218.57
130001,309.606,104.35,207.504,206.495,207.318,206.689,264.277,149.247,208.274,205.693,209.211,204.712,211.919,202.023,222.249,191.648,271.71,142.242,258.566,155.386,239.163,174.79,251.807,162.146,206.976,206.976,206.976
130001,-7790.61,-7971.77,-7901.55,-7902.81,-7900.91,-7903.44,-7837.65,-7967.23,-7900.06,-7904.35,-7900.44,-7903.9,-7913.35,-7825.67,-7896.03,-7825.72,-7853.05,-7951.29,-7880.23,-7924.1,-7883.4,-7920.93,-7876.72,-7927.61,-7902.17,-7902.17,-7902.17
130001,1519.08,1313.85,1416.99,1415.94,1416.74,1416.16,1473.76,1358.73,1417.75,1415.18,1418.73,1414.22,1421.44,1411.49,1431.71,1401.15,1494.67,1338.27,1456.4,1376.53,1430.49,1402.45,1465.56,1367.38,1416.47,1416.47,1416.47
130001,1918.12,1712.89,1816.01,1815.02,1815.81,1815.23,1872.8,1757.78,1816.78,1814.21,1817.76,1813.24,1820.41,1810.53,1830.79,1800.21,1872.77,1758.26,1860.05,1770.98,1850.31,1780.72,1856.18,1774.85,1815.52,1815.52,1815.52
130001,-4091.76,-4297,-4193.95,-4194.95,-4194.19,-4194.71,-4137.07,-4252.1,-4193.13,-4195.71,-4192.24,-4196.61,-4189.49,-4199.41,-4179.15,-4209.74,-4098.67,-4290.07,-4148.96,-4239.78,-4150.68,-4238.05,-4141.8,-4246.93,-4194.37,-4194.37,-4194.37
130001,2116.71,1911.49,2014.66,2013.62,2014.41,2013.86,2071.43,1956.4,2015.43,2012.84,2016.38,2011.84,2019.05,2009.18,2029.4,1998.82,2064.08,1964.18,2063.63,1964.63,2042.02,1986.24,2062.06,1966.2,2014.13,2014.13,2014.13
