recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
90002,-20912.9,-20912.9,-20912.8,-20912.8,-20912.8,-20912.8,-20912.9,-20912.9,-20912.9,-20912.9,-20912.9,-20912.9,-20912.9,-20912.9,-20912.9,-20912.9,-20789.5,-21036.3,-20881.8,-20944,-20888.2,-20937.6,-20890.3,-20935.5,-20905.7,-20920.2,-20912.9
90002,-18321.1,-18321.1,-18321.1,-18321.1,-18321.1,-18321.1,-18321,-18321,-18321.1,-18321.1,-18321.1,-18321.1,-18321.1,-18321.1,-18321.1,-18321.1,-18209.5,-18432.6,-18297.1,-18345,-18300.5,-18341.6,-18299.8,-18342.3,-18315.2,-18326.9,-18321
90002,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16924.6,-16824.3,-17024.9,-16901.5,-16947.7,-16904.8,-16944.3,-16904.4,-16944.8,-16918.7,-16930.5,-16924.6
90002,50874.6,51676.6,51271,51277,51263.6,51284.2,54588.8,48045.6,51261.3,51286.2,51258.4,51289.3,51243.4,51303.9,51200.5,51346.7,51488.2,51059.7,51311.1,51236.8,51323,51224.9,51343,51204.9,51290.2,51257.7,51273.9
90002,15950.3,16752.3,16346.5,16352.4,16339.5,16359.5,19664.5,13121.1,16337.2,16361.5,16334.1,16364.6,16319.3,16379.7,16276.4,16422,16761.2,15937.6,16445.9,16252.9,16445.6,16253.1,16448.7,16250,16380.4,16318.3,16349.4
90002,-508.981,292.82,-112.646,-106.969,-119.436,-99.7982,3204.97,-3338.12,-122.378,-97.5606,-125.559,-94.0544,-140.353,-79.881,-182.796,-36.669,412.705,-631.974,-10.037,-209.232,28.8393,-248.108,-3.25593,-216.013,-76.8238,-142.445,-109.634
90002,25456.4,26258.6,25852.7,25858.6,25845.5,25866,29170.6,22627.3,25843.3,25868.2,25840.4,25871.4,25825.8,25885.8,25782.3,25928.8,26240.4,25471,25931.6,25779.8,25917.3,25794,25951.2,25760.2,25877.9,25833.5,25855.7
90002,24480.1,25282.1,24876.2,24882.4,24869,24889.7,28194.1,21651.1,24866.9,24891.7,24864,24894.7,24849,24909.4,24806.1,24952.4,25242.8,24515.7,24963.1,24795.4,24962.4,24796.1,24970.7,24787.9,24907,24851.5,24879.3
90002,-3684.17,-2881.84,-3288.31,-3282.21,-3295.75,-3275.04,30.2762,-6512.8,-3297.53,-3272.65,-3300.89,-3268.99,-3315.3,-3255.19,-3358.29,-3212.37,-2733.08,-3836.47,-3182.03,-3387.52,-3160.14,-3409.4,-3165.05,-3404.5,-3252.21,-3317.33,-3284.77
90002,38335.6,39137.8,38732.3,38738.1,38724.8,38745.5,42050,35506.8,38722.7,38747.5,38719.7,38750.5,38704.7,38765.2,38661.8,38808.1,39003,38467.4,38796.6,38673.9,38807.9,38662.5,38819.2,38651.2,38760.6,38709.8,38735.2
90002,-16133.2,-15331,-15737.6,-15730.9,-15744.4,-15724.2,-12419.3,-18962.5,-15746.6,-15721.8,-15749.8,-15718.3,-15764.1,-15703.7,-15807.5,-15660.8,-15121.3,-16347.1,-15580.1,-15888.4,-15608.2,-15860.2,-15611.3,-15857.2,-15694.4,-15774.1,-15734.2
