recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
180001,73868.5,78231.4,76018,76028.1,76002.5,76043.7,82018,70207.5,75998.8,76046.5,75992.8,76052,75964.4,76080.2,77332.6,74713.2,76739,75306.2,76209.8,75835.4,76159.6,75885.7,76130.2,75915.1,76269.2,75776.1,76022.6
180001,106189,110552,108337,108347,108322,108363,114338,102528,108318,108366,108313,108372,108284,108400,109653,107033,108880,107805,108462,108224,108435,108250,108429,108257,108579,108106,108343
180001,123712,128074,125860,125871,125845,125886,131861,120050,125841,125889,125836,125895,125807,125923,127176,124556,126276,125456,125953,125778,125953,125779,125943,125788,126100,125631,125866
180001,159689,164052,161838,161849,161823,161864,167839,156028,161819,161867,161814,161873,161785,161901,163154,160534,162027,161660,161879,161808,161891,161795,161890,161797,162067,161620,161843
180001,105125,109487,107273,107284,107258,107299,113274,101463,107254,107302,107249,107308,107220,107336,108589,105969,107797,106760,107399,107158,107393,107164,107366,107191,107520,107037,107279
180001,40441.4,44804.1,42590.2,42600,42575,42615.6,48590.7,36780.2,42571,42619.1,42565.6,42625.1,42536.9,42652.8,43905.6,41286.1,43512.2,41678.5,42773.9,42416.8,42845,42345.7,42722.7,42468,42851.9,42338.8,42595.3
180001,132559,136922,134708,134718,134692,134734,140709,128898,134689,134737,134683,134742,134655,134771,136023,133404,135079,134347,134791,134636,134778,134649,134787,134639,134939,134487,134713
180001,120294,124657,122443,122453,122427,122469,128443,116633,122424,122472,122418,122477,122390,122505,123758,121139,122869,122027,122545,122351,122549,122346,122524,122372,122683,122213,122448
180001,101186,105549,103334,103345,103319,103360,109336,97525,103316,103363,103310,103369,103282,103397,104650,102030,103888,102792,103455,103226,103467,103213,103433,103247,103578,103102,103340
180001,123485,127848,125634,125644,125618,125660,131635,119824,125615,125663,125609,125668,125581,125697,126949,124330,126031,125247,125733,125546,125735,125543,125719,125560,125876,125402,125639
