recordID,10y_down:base,10y_up:base,1y_down:base,1y_up:base,2y_down:base,2y_up:base,30y_down:base,30y_up:base,3y_down:base,3y_up:base,4y_down:base,4y_up:base,5y_down:base,5y_up:base,7y_down:base,7y_up:base,base:1_D,base:1_U,base:2_D,base:2_U,base:3_D,base:3_U,base:4_D,base:4_U,base:5_D,base:5_U,base:base
170001,316386,319247,317803,317836,317762,317877,334933,301025,317749,317888,317732,317905,317649,317988,317407,318228,319048,316588,318638,316998,317818,317818,317818,317818,317818,317818,317818
170001,299880,303005,301428,301457,301392,301494,317347,285857,301381,301505,301365,301522,301291,301595,301073,301811,302425,300464,302098,300791,301444,301444,301444,301444,301444,301444,301444
170001,338310,340919,339600,339636,339555,339680,357870,321691,339541,339693,339521,339712,339431,339802,339167,340065,341044,338193,340568,338668,339618,339618,339618,339618,339618,339618,339618
170001,512702,515447,514060,514095,514017,514137,531713,496764,514004,514150,513986,514167,513900,514253,513648,514504,514279,513875,514212,513943,514077,514077,514077,514077,514077,514077,514077
170001,270980,274533,272742,272767,272712,272797,286703,259112,272703,272806,272690,272820,272629,272881,272450,273058,273345,272162,273148,272359,272754,272754,272754,272754,272754,272754,272754
170001,350109,353192,351636,351667,351600,351704,367736,335882,351588,351715,351571,351731,351495,351805,351275,352027,352384,350920,352140,351164,351652,351652,351652,351652,351652,351652,351652
170001,461423,464279,462837,462870,462796,462911,479978,446050,462784,462923,462767,462940,462684,463022,462442,463263,463216,462491,463095,462612,462854,462854,462854,462854,462854,462854,462854
170001,410071,413096,411569,411601,411531,411639,427943,395543,411519,411650,411503,411666,411425,411742,411199,411969,412036,411134,411885,411284,411585,411585,411585,411585,411585,411585,411585
170001,220312,223994,222137,222160,222109,222188,235510,210134,222101,222198,222089,222211,222033,222267,221865,222433,222876,221423,222634,221665,222149,222149,222149,222149,222149,222149,222149
170001,397990,401162,399562,399592,399526,399628,415262,384205,399515,399638,399500,399653,399426,399725,399214,399938,399906,399247,399796,399357,399577,399577,399577,399577,399577,399577,399577
170001,178621,177068,177842,177861,177817,177885,184941,170799,177811,177892,177801,177902,177754,177950,177613,178090,178818,176885,178496,177207,177851,177851,177851,177851,177851,177851,177851
170001,225729,229054,227377,227406,227343,227440,242386,212707,227333,227450,227319,227465,227251,227531,227051,227732,228556,226227,228168,226616,227392,227392,227392,227392,227392,227392,227392
170001,399697,402559,401114,401147,401073,401188,418229,384352,401061,401199,401043,401216,400961,401299,400720,401539,401856,400404,401614,400646,401130,401130,401130,401130,401130,401130,401130
170001,528539,531087,529798,529835,529752,529881,548351,511609,529739,529893,529719,529912,529627,530004,529357,530273,530182,529451,530060,529573,529816,529816,529816,529816,529816,529816,529816
170001,343268,346204,344722,344753,344682,344793,361509,328285,344670,344805,344653,344821,344573,344902,344338,345136,345708,343768,345385,344092,344738,344738,344738,344738,344738,344738,344738
170001,95599.8,94033.2,94812.5,94833.4,94789.5,94858.5,101977,87708.3,94782.8,94863.6,94773.9,94873.9,94725.2,94922.3,94582.7,95062.6,96307.2,93341.2,95812.9,93835.6,94824.2,94824.2,94824.2,94824.2,94824.2,94824.2,94824.2
170001,339175,342484,340816,340845,340783,340879,355886,326082,340771,340887,340757,340901,340688,340970,340488,341171,341333,340329,341165,340496,340831,340831,340831,340831,340831,340831,340831
170001,480423,483028,481711,481747,481666,481792,500001,463783,481652,481805,481633,481823,481543,481913,481278,482177,482308,481150,482115,481343,481729,481729,481729,481729,481729,481729,481729
